year,id_,marital,relig,satjob,rank,scigrn,
2021,1010,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1011,Divorced,None,.i:  Inapplicable,10 - bottom,NEITHER AGREE NOR DISAGREE,
2021,1012,Never married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1013,Never married,Catholic,.i:  Inapplicable,3,.n:  No answer,
2021,1014,Married,Jewish,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1015,Married,None,Very dissatisfied,3,NEITHER AGREE NOR DISAGREE,
2021,1018,Never married,Jewish,.i:  Inapplicable,5,DISAGREE,
2021,1019,Never married,None,Moderately satisfied,5,STRONGLY DISAGREE,
2021,1021,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1022,Never married,None,Very satisfied,4,.n:  No answer,
2021,1023,Never married,None,Moderately satisfied,3,DISAGREE,
2021,1024,Divorced,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1025,Married,None,Very satisfied,.s:  Skipped on Web,.s:  Skipped on Web,
2021,1026,Never married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1027,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1028,Married,None,Moderately satisfied,5,STRONGLY AGREE,
2021,1029,Never married,Catholic,Very dissatisfied,5,STRONGLY DISAGREE,
2021,1030,Never married,None,.s:  Skipped on Web,5,DISAGREE,
2021,1031,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1033,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1034,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1035,Married,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,.n:  No answer,
2021,1036,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1037,Never married,Hinduism,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1039,Never married,Protestant,.i:  Inapplicable,4,NEITHER AGREE NOR DISAGREE,
2021,1040,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1042,Never married,Catholic,Very dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1043,Married,None,Very satisfied,5,STRONGLY DISAGREE,
2021,1044,Divorced,None,Very satisfied,1 - top,DISAGREE,
2021,1045,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1046,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1048,Never married,Jewish,.i:  Inapplicable,6,STRONGLY DISAGREE,
2021,1049,Married,Catholic,Moderately satisfied,4,DISAGREE,
2021,1050,Married,Protestant,.i:  Inapplicable,3,NEITHER AGREE NOR DISAGREE,
2021,1051,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1052,Widowed,Catholic,.i:  Inapplicable,5,DISAGREE,
2021,1053,Married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1055,Married,Catholic,Moderately satisfied,4,DISAGREE,
2021,1056,Married,None,Moderately satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,1057,Married,Protestant,Moderately satisfied,4,DISAGREE,
2021,1058,Married,Protestant,Moderately satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,1059,Divorced,None,Moderately satisfied,8,NEITHER AGREE NOR DISAGREE,
2021,1060,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1061,Never married,Catholic,Very dissatisfied,5,AGREE,
2021,1062,Married,Catholic,.i:  Inapplicable,3,DISAGREE,
2021,1063,Never married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1064,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1065,Married,None,A little dissatisfied,3,DISAGREE,
2021,1066,Separated,Other,Very satisfied,7,STRONGLY AGREE,
2021,1067,Married,Catholic,Very dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1068,Never married,None,Moderately satisfied,4,STRONGLY DISAGREE,
2021,1069,Married,Catholic,.i:  Inapplicable,5,.n:  No answer,
2021,1070,Married,Protestant,.i:  Inapplicable,5,.n:  No answer,
2021,1071,Divorced,Protestant,Moderately satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,1072,Married,Protestant,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,1073,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1074,Widowed,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1075,Never married,Christian,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1076,Divorced,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1077,Married,.s:  Skipped on Web,A little dissatisfied,6,DISAGREE,
2021,1078,Married,Christian,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1079,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1080,Married,None,Moderately satisfied,5,STRONGLY DISAGREE,
2021,1081,Married,None,Moderately satisfied,4,DISAGREE,
2021,1082,Married,None,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,1083,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1084,Divorced,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1085,Married,None,Moderately satisfied,7,DISAGREE,
2021,1086,Separated,Catholic,A little dissatisfied,5,NEITHER AGREE NOR DISAGREE,
2021,1087,Married,Catholic,Very satisfied,5,DISAGREE,
2021,1088,Widowed,Protestant,.i:  Inapplicable,2,STRONGLY DISAGREE,
2021,1089,Divorced,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1090,Never married,Christian,.i:  Inapplicable,5,STRONGLY DISAGREE,
2021,1091,Married,Protestant,.i:  Inapplicable,3,NEITHER AGREE NOR DISAGREE,
2021,1092,Married,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1093,Widowed,Jewish,Moderately satisfied,5,STRONGLY DISAGREE,
2021,1094,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1095,Married,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1096,Divorced,Protestant,Moderately satisfied,3,AGREE,
2021,1097,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1098,Widowed,Catholic,Very satisfied,3,STRONGLY DISAGREE,
2021,1099,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1100,Married,Protestant,.i:  Inapplicable,3,DISAGREE,
2021,1102,Married,Catholic,Moderately satisfied,5,DISAGREE,
2021,1103,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1104,Never married,None,Very satisfied,1 - top,.d:  Do not Know/Cannot Choose,
2021,1105,Never married,None,Very dissatisfied,6,.n:  No answer,
2021,1106,Married,Protestant,.i:  Inapplicable,5,STRONGLY DISAGREE,
2021,1107,Widowed,Protestant,.i:  Inapplicable,7,DISAGREE,
2021,1108,Married,Protestant,.i:  Inapplicable,7,.d:  Do not Know/Cannot Choose,
2021,1109,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1110,Married,Protestant,Very satisfied,3,STRONGLY DISAGREE,
2021,1111,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1112,Separated,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1113,Never married,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1115,Never married,Protestant,.i:  Inapplicable,5,STRONGLY DISAGREE,
2021,1117,Married,Protestant,Moderately satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,1118,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1119,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1120,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1121,Never married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1122,Never married,Catholic,Moderately satisfied,4,DISAGREE,
2021,1123,Married,None,Moderately satisfied,4,DISAGREE,
2021,1124,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1125,Married,Protestant,.s:  Skipped on Web,.i:  Inapplicable,.i:  Inapplicable,
2021,1127,Married,Jewish,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1128,Never married,None,Moderately satisfied,4,AGREE,
2021,1129,Married,Jewish,Very satisfied,3,DISAGREE,
2021,1130,Married,Protestant,Very satisfied,3,STRONGLY DISAGREE,
2021,1131,Divorced,Catholic,A little dissatisfied,4,NEITHER AGREE NOR DISAGREE,
2021,1132,Married,.s:  Skipped on Web,.i:  Inapplicable,1 - top,.n:  No answer,
2021,1133,Married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1134,Married,Protestant,.i:  Inapplicable,4,STRONGLY DISAGREE,
2021,1135,Married,None,.i:  Inapplicable,2,DISAGREE,
2021,1136,Never married,Protestant,Very satisfied,5,DISAGREE,
2021,1137,Divorced,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1138,Never married,Protestant,Very satisfied,4,AGREE,
2021,1139,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1140,Never married,Catholic,Very satisfied,3,STRONGLY DISAGREE,
2021,1141,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1142,Divorced,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1143,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1144,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1145,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1146,Never married,Buddhism,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1147,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1148,Married,Protestant,Moderately satisfied,5,DISAGREE,
2021,1149,Divorced,Protestant,.i:  Inapplicable,4,AGREE,
2021,1150,Married,Catholic,Very satisfied,1 - top,NEITHER AGREE NOR DISAGREE,
2021,1151,Married,Catholic,Moderately satisfied,3,AGREE,
2021,1152,Married,Catholic,Very satisfied,2,DISAGREE,
2021,1153,Divorced,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1154,Married,Hinduism,Very satisfied,3,STRONGLY DISAGREE,
2021,1155,Married,Catholic,Very satisfied,7,.n:  No answer,
2021,1156,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1157,Married,Muslim/islam,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1158,Never married,None,Very satisfied,5,STRONGLY DISAGREE,
2021,1159,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1160,Separated,Catholic,Very satisfied,5,.n:  No answer,
2021,1161,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1162,Married,Muslim/islam,Moderately satisfied,6,AGREE,
2021,1163,Widowed,Protestant,.i:  Inapplicable,4,NEITHER AGREE NOR DISAGREE,
2021,1164,Separated,Muslim/islam,Very satisfied,5,DISAGREE,
2021,1165,Married,None,Moderately satisfied,4,DISAGREE,
2021,1166,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1168,Separated,None,Very satisfied,5,DISAGREE,
2021,1169,Divorced,Catholic,Very satisfied,5,AGREE,
2021,1171,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1172,Married,None,Very satisfied,5,STRONGLY DISAGREE,
2021,1173,Widowed,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1174,Never married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1175,Married,Catholic,Very satisfied,5,DISAGREE,
2021,1176,Never married,None,A little dissatisfied,4,NEITHER AGREE NOR DISAGREE,
2021,1177,Married,Protestant,Moderately satisfied,5,AGREE,
2021,1178,Widowed,Protestant,.i:  Inapplicable,7,DISAGREE,
2021,1179,Never married,Christian,.i:  Inapplicable,5,NEITHER AGREE NOR DISAGREE,
2021,1181,Married,Protestant,Very satisfied,6,AGREE,
2021,1182,Divorced,Christian,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1183,Married,Catholic,Very satisfied,4,DISAGREE,
2021,1185,Never married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1186,Never married,None,Moderately satisfied,3,AGREE,
2021,1187,Divorced,Catholic,.i:  Inapplicable,3,.n:  No answer,
2021,1188,Widowed,Protestant,.i:  Inapplicable,5,DISAGREE,
2021,1190,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1191,Never married,None,Very satisfied,5,AGREE,
2021,1192,Never married,Protestant,Very satisfied,6,DISAGREE,
2021,1193,Married,Protestant,Moderately satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,1194,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1195,Never married,Jewish,A little dissatisfied,4,DISAGREE,
2021,1196,Divorced,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1197,Married,Protestant,Very satisfied,5,DISAGREE,
2021,1198,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1199,Married,Other eastern religions,Very satisfied,1 - top,STRONGLY AGREE,
2021,1200,Widowed,Protestant,Very satisfied,5,DISAGREE,
2021,1201,Married,Orthodox-christian,A little dissatisfied,5,STRONGLY DISAGREE,
2021,1202,Married,Buddhism,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1203,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1204,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1205,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1206,Never married,None,Moderately satisfied,3,DISAGREE,
2021,1207,Married,Other,.i:  Inapplicable,3,AGREE,
2021,1208,Widowed,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1209,Married,Protestant,Very satisfied,5,.n:  No answer,
2021,1210,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1211,Divorced,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1212,Separated,Protestant,Moderately satisfied,5,AGREE,
2021,1213,Divorced,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1214,Never married,Protestant,Moderately satisfied,5,.d:  Do not Know/Cannot Choose,
2021,1215,Never married,Catholic,Very dissatisfied,3,DISAGREE,
2021,1216,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1217,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1218,Never married,Protestant,.s:  Skipped on Web,.i:  Inapplicable,.i:  Inapplicable,
2021,1219,Divorced,None,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1220,Never married,Orthodox-christian,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1222,Divorced,Protestant,.i:  Inapplicable,5,DISAGREE,
2021,1223,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1224,Never married,None,Very satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,1225,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1228,Divorced,Inter-nondenominational,Very dissatisfied,5,NEITHER AGREE NOR DISAGREE,
2021,1229,Never married,Inter-nondenominational,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1230,Divorced,Inter-nondenominational,Very dissatisfied,7,AGREE,
2021,1231,Divorced,Christian,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1232,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1233,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1235,Divorced,Protestant,.i:  Inapplicable,1 - top,DISAGREE,
2021,1236,Married,None,Moderately satisfied,5,DISAGREE,
2021,1237,Married,Protestant,Very satisfied,5,DISAGREE,
2021,1238,Widowed,Protestant,.i:  Inapplicable,6,.d:  Do not Know/Cannot Choose,
2021,1239,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1241,Divorced,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1243,Separated,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1244,Married,Catholic,.i:  Inapplicable,5,DISAGREE,
2021,1245,Never married,Protestant,Moderately satisfied,8,NEITHER AGREE NOR DISAGREE,
2021,1246,Widowed,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1247,Widowed,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1248,Never married,None,Moderately satisfied,4,DISAGREE,
2021,1249,Never married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1250,Married,None,Moderately satisfied,3,NEITHER AGREE NOR DISAGREE,
2021,1251,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1252,Divorced,Protestant,Moderately satisfied,7,NEITHER AGREE NOR DISAGREE,
2021,1253,Never married,Protestant,Very satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,1254,Married,Catholic,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1255,Married,Catholic,Very satisfied,5,.n:  No answer,
2021,1256,Divorced,.s:  Skipped on Web,A little dissatisfied,4,AGREE,
2021,1257,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1258,Divorced,Protestant,Very satisfied,3,.d:  Do not Know/Cannot Choose,
2021,1259,Never married,None,A little dissatisfied,7,STRONGLY DISAGREE,
2021,1260,Never married,None,Moderately satisfied,2,STRONGLY DISAGREE,
2021,1261,Never married,Protestant,.i:  Inapplicable,4,NEITHER AGREE NOR DISAGREE,
2021,1263,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1264,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1265,Married,None,.i:  Inapplicable,4,NEITHER AGREE NOR DISAGREE,
2021,1266,Married,Jewish,.i:  Inapplicable,.s:  Skipped on Web,.n:  No answer,
2021,1267,Married,Orthodox-christian,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1268,Married,Protestant,.i:  Inapplicable,3,DISAGREE,
2021,1269,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1270,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1271,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1272,Married,None,Very satisfied,3,STRONGLY DISAGREE,
2021,1273,Never married,None,Very satisfied,3,DISAGREE,
2021,1274,Never married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1275,Never married,None,Moderately satisfied,2,.d:  Do not Know/Cannot Choose,
2021,1276,Never married,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1277,Never married,None,A little dissatisfied,8,DISAGREE,
2021,1278,Married,Protestant,Very satisfied,5,DISAGREE,
2021,1279,Married,Catholic,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1280,Married,Protestant,.i:  Inapplicable,3,NEITHER AGREE NOR DISAGREE,
2021,1281,Never married,Protestant,Very satisfied,4,NEITHER AGREE NOR DISAGREE,
2021,1282,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1283,Married,Protestant,Very satisfied,3,DISAGREE,
2021,1285,Married,Catholic,Moderately satisfied,4,DISAGREE,
2021,1286,Married,Buddhism,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1287,Divorced,None,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,1288,Never married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1289,Married,Protestant,Very satisfied,3,DISAGREE,
2021,1290,Married,Protestant,Moderately satisfied,2,NEITHER AGREE NOR DISAGREE,
2021,1291,Married,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1292,Divorced,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1294,Married,Protestant,Very satisfied,6,NEITHER AGREE NOR DISAGREE,
2021,1295,Married,Protestant,.i:  Inapplicable,3,DISAGREE,
2021,1297,Never married,None,Very satisfied,5,DISAGREE,
2021,1298,Widowed,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1299,Divorced,Catholic,.i:  Inapplicable,5,NEITHER AGREE NOR DISAGREE,
2021,1300,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1303,Never married,Other,Moderately satisfied,6,DISAGREE,
2021,1304,Married,Protestant,Moderately satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,1305,Separated,Buddhism,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1306,Married,Protestant,.i:  Inapplicable,7,NEITHER AGREE NOR DISAGREE,
2021,1307,Married,Other,Very satisfied,7,AGREE,
2021,1308,Divorced,None,Moderately satisfied,5,DISAGREE,
2021,1310,Married,Protestant,Very satisfied,4,.n:  No answer,
2021,1312,Married,None,Very satisfied,.s:  Skipped on Web,NEITHER AGREE NOR DISAGREE,
2021,1313,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1314,Married,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1315,Never married,Protestant,.n:  No answer,5,STRONGLY AGREE,
2021,1316,Widowed,Protestant,.i:  Inapplicable,1 - top,STRONGLY DISAGREE,
2021,1317,Never married,Protestant,Moderately satisfied,5,AGREE,
2021,1318,Married,Catholic,.i:  Inapplicable,3,DISAGREE,
2021,1319,Divorced,Protestant,Moderately satisfied,5,DISAGREE,
2021,1320,Married,Catholic,Very dissatisfied,5,NEITHER AGREE NOR DISAGREE,
2021,1321,Married,Inter-nondenominational,Very satisfied,3,.n:  No answer,
2021,1322,Married,None,Moderately satisfied,4,DISAGREE,
2021,1323,Never married,None,.i:  Inapplicable,3,STRONGLY AGREE,
2021,1324,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1325,Divorced,Orthodox-christian,.i:  Inapplicable,4,STRONGLY DISAGREE,
2021,1326,Married,Protestant,.i:  Inapplicable,6,DISAGREE,
2021,1327,Married,Protestant,Moderately satisfied,7,STRONGLY DISAGREE,
2021,1328,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1329,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1330,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1331,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1332,Married,Inter-nondenominational,Very satisfied,2,DISAGREE,
2021,1333,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1334,Never married,Protestant,.n:  No answer,4,DISAGREE,
2021,1335,Married,None,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1336,Married,Orthodox-christian,Moderately satisfied,5,DISAGREE,
2021,1337,Married,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1338,Never married,Protestant,Moderately satisfied,5,AGREE,
2021,1339,Married,Protestant,A little dissatisfied,5,NEITHER AGREE NOR DISAGREE,
2021,1340,Divorced,Buddhism,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1341,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1342,Separated,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1343,Never married,Protestant,A little dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1344,Married,Protestant,.i:  Inapplicable,3,NEITHER AGREE NOR DISAGREE,
2021,1345,Divorced,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1346,Married,Protestant,.i:  Inapplicable,5,STRONGLY DISAGREE,
2021,1347,Married,Protestant,.i:  Inapplicable,4,NEITHER AGREE NOR DISAGREE,
2021,1348,Married,Protestant,Very satisfied,5,.d:  Do not Know/Cannot Choose,
2021,1349,Married,Catholic,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,1350,Married,Protestant,.i:  Inapplicable,1 - top,AGREE,
2021,1351,Never married,Orthodox-christian,Very dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1352,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1353,Never married,None,Very dissatisfied,1 - top,.d:  Do not Know/Cannot Choose,
2021,1354,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1355,Divorced,None,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1356,Never married,Christian,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1357,Widowed,Protestant,.i:  Inapplicable,4,NEITHER AGREE NOR DISAGREE,
2021,1358,Separated,Protestant,Very dissatisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1359,Married,Protestant,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1360,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1361,Married,None,Very satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,1363,Married,None,.i:  Inapplicable,3,STRONGLY DISAGREE,
2021,1364,Never married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1365,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1367,Separated,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1368,Married,Protestant,Moderately satisfied,7,AGREE,
2021,1369,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1370,Married,Protestant,Very satisfied,2,NEITHER AGREE NOR DISAGREE,
2021,1371,Married,Protestant,Moderately satisfied,5,NEITHER AGREE NOR DISAGREE,
2021,1372,Divorced,Catholic,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1373,Married,Protestant,Very satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1374,Married,None,Moderately satisfied,.i:  Inapplicable,.i:  Inapplicable,
2021,1375,Married,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1376,Married,.s:  Skipped on Web,Very satisfied,2,AGREE,
2021,1379,Married,Catholic,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
2021,1380,Widowed,Protestant,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,
